2011040100,2,0,1,3,10.66,12.88,100,11.0014,0,6,6
2011040101,2,0,1,3,10.66,12.88,100,11.0014,0,4,4
2011040102,2,0,1,3,10.66,12.88,93,12.998,0,7,7
2011040103,2,0,1,2,9.84,11.365,93,16.9979,0,4,4
2011040104,2,0,1,2,9.84,11.365,93,16.9979,0,3,3
2011040105,2,0,1,3,9.84,11.365,93,15.0013,1,11,12
2011040106,2,0,1,3,9.84,11.365,93,15.0013,2,26,28
2011040107,2,0,1,3,9.84,12.12,93,0,4,91,95
2011040108,2,0,1,2,10.66,12.12,87,16.9979,8,198,206
2011040109,2,0,1,1,13.12,14.395,70,23.9994,11,162,173
2011040110,2,0,1,1,13.12,15.15,66,19.0012,12,63,75
2011040111,2,0,1,1,13.12,14.395,61,23.9994,17,72,89
2011040112,2,0,1,1,13.94,15.15,53,23.9994,15,80,95
2011040113,2,0,1,1,14.76,16.665,50,23.9994,18,92,110
2011040114,2,0,1,2,14.76,16.665,46,23.9994,26,61,87
2011040115,2,0,1,1,13.94,15.15,46,27.9993,30,81,111
2011040116,2,0,1,1,13.94,15.15,46,27.9993,42,125,167
2011040117,2,0,1,1,13.94,15.15,46,22.0028,36,245,281
2011040118,2,0,1,1,13.94,15.15,46,22.0028,36,205,241
2011040119,2,0,1,1,13.94,15.15,49,22.0028,16,120,136
2011040120,2,0,1,1,13.12,15.91,53,12.998,2,75,77
2011040121,2,0,1,1,13.12,16.665,53,8.9981,9,84,93
2011040122,2,0,1,1,12.3,15.15,56,11.0014,10,64,74
2011040123,2,0,1,1,12.3,15.91,61,6.0032,12,41,53
2011040200,2,0,0,2,12.3,16.665,61,0,3,29,32
2011040201,2,0,0,1,10.66,13.635,65,8.9981,4,28,32
2011040202,2,0,0,1,9.84,12.12,75,8.9981,1,20,21
2011040203,2,0,0,1,9.84,12.12,70,11.0014,1,8,9
2011040204,2,0,0,1,9.84,12.12,70,11.0014,0,5,5
2011040205,2,0,0,2,9.84,12.12,75,11.0014,1,4,5
2011040206,2,0,0,1,10.66,13.635,70,7.0015,5,7,12
2011040207,2,0,0,2,10.66,13.635,70,7.0015,2,16,18
2011040208,2,0,0,1,12.3,15.91,70,7.0015,10,45,55
2011040209,2,0,0,2,13.94,17.425,66,7.0015,22,65,87
2011040210,2,0,0,2,14.76,17.425,57,11.0014,41,113,154
2011040211,2,0,0,2,16.4,20.455,47,11.0014,72,126,198
2011040212,2,0,0,3,13.12,16.665,81,8.9981,84,100,184
2011040213,2,0,0,1,13.94,16.665,81,8.9981,56,81,137
2011040214,2,0,0,3,13.12,15.15,76,22.0028,97,93,190
2011040215,2,0,0,3,13.94,15.15,76,26.0027,72,64,136
2011040216,2,0,0,1,15.58,19.695,62,22.0028,111,85,196
2011040217,2,0,0,1,15.58,19.695,54,23.9994,89,95,184
2011040218,2,0,0,1,15.58,19.695,54,12.998,69,110,179
2011040219,2,0,0,1,14.76,16.665,53,23.9994,71,77,148
2011040220,2,0,0,1,13.94,15.91,53,19.0012,29,56,85
2011040221,2,0,0,1,13.12,15.15,61,16.9979,24,53,77
2011040222,2,0,0,1,13.12,15.15,61,19.9995,14,41,55
2011040223,2,0,0,1,13.12,15.91,61,11.0014,20,33,53
2011040300,2,0,0,1,12.3,14.395,65,12.998,8,31,39
2011040301,2,0,0,1,12.3,15.91,61,7.0015,8,26,34
2011040302,2,0,0,1,10.66,13.635,70,8.9981,5,19,24
2011040303,2,0,0,1,12.3,16.665,61,0,3,8,11
2011040304,2,0,0,1,11.48,15.15,70,6.0032,3,0,3
2011040305,2,0,0,1,11.48,13.635,65,15.0013,1,4,5
2011040306,2,0,0,1,11.48,13.635,65,12.998,10,23,33
2011040307,2,0,0,1,13.12,15.15,57,15.0013,13,20,33
2011040308,2,0,0,1,13.94,16.665,57,11.0014,18,44,62
2011040309,2,0,0,1,14.76,15.91,50,32.9975,68,74,142
2011040310,2,0,0,1,16.4,20.455,43,27.9993,111,104,215
2011040311,2,0,0,1,17.22,21.21,41,16.9979,139,104,243
2011040312,2,0,0,1,18.04,21.97,38,19.0012,166,147,313
2011040313,2,0,0,1,18.04,21.97,33,19.9995,219,148,367
2011040314,2,0,0,1,18.86,22.725,31,8.9981,240,109,349
2011040315,2,0,0,2,18.86,22.725,33,0,174,118,292
2011040316,2,0,0,2,18.86,22.725,31,12.998,147,156,303
2011040317,2,0,0,2,18.86,22.725,28,8.9981,148,126,274
2011040318,2,0,0,2,18.86,22.725,31,0,71,101,172
2011040319,2,0,0,2,17.22,21.21,44,12.998,51,93,144
2011040320,2,0,0,3,17.22,21.21,41,15.0013,24,55,79
2011040321,2,0,0,2,17.22,21.21,44,15.0013,8,37,45
2011040322,2,0,0,1,16.4,20.455,43,7.0015,7,29,36
2011040323,2,0,0,1,16.4,20.455,50,6.0032,9,22,31
2011040400,2,0,1,1,16.4,20.455,50,15.0013,1,5,6
2011040401,2,0,1,1,16.4,20.455,56,23.9994,7,4,11
2011040402,2,0,1,1,15.58,19.695,66,16.9979,1,1,2
2011040403,2,0,1,1,15.58,19.695,66,19.0012,1,0,1
