2011010110,1,0,0,1,15.58,19.695,76,16.9979,12,24,36
2011010210,1,0,0,2,14.76,17.425,81,15.0013,7,46,53
2011010310,1,0,1,1,7.38,8.335,43,16.9979,11,33,44
2011010410,1,0,1,2,6.56,6.82,69,22.0028,5,37,42
2011010510,1,0,1,1,9.02,9.85,37,22.0028,4,53,57
2011010610,1,0,1,1,8.2,12.88,47,0,3,42,45
2011010710,1,0,1,1,9.02,9.85,37,22.0028,16,47,63
2011010810,1,0,0,2,7.38,9.85,80,11.0014,5,56,61
2011010910,1,0,0,1,5.74,5.305,43,26.0027,0,49,49
2011011010,1,0,1,2,5.74,6.06,50,19.9995,0,31,31
2011011110,1,0,1,2,8.2,10.605,51,11.0014,3,51,54
2011011210,1,0,1,1,7.38,9.09,55,15.0013,0,39,39
2011011310,1,0,1,2,6.56,6.82,50,23.9994,2,36,38
2011011410,1,0,1,1,7.38,9.09,55,12.998,4,40,44
2011011510,1,0,0,1,7.38,9.85,59,11.0014,2,57,59
2011011610,1,0,0,1,9.02,10.605,51,19.0012,8,71,79
2011011710,1,1,0,2,6.56,7.575,50,16.9979,7,50,57
2011011910,1,0,1,2,10.66,13.635,93,8.9981,1,46,47
2011020110,1,0,1,2,6.56,11.365,93,0,0,47,47
2011020210,1,0,1,2,9.02,13.635,100,0,2,59,61
2011020310,1,0,1,1,7.38,7.575,43,22.0028,2,50,52
2011020410,1,0,1,2,8.2,10.605,51,8.9981,5,46,51
2011020510,1,0,0,3,8.2,10.605,100,8.9981,3,31,34
2011020610,1,0,0,1,12.3,14.395,52,16.9979,15,74,89
2011020710,1,0,1,1,9.84,12.88,75,7.0015,6,49,55
2011020810,1,0,1,1,9.02,9.09,47,36.9974,4,44,48
2011020910,1,0,1,1,5.74,9.09,36,0,8,51,59
2011021010,1,0,1,1,4.92,5.305,42,19.9995,1,34,35
2011021110,1,0,1,1,5.74,6.82,69,12.998,5,39,44
2011021210,1,0,0,1,9.02,10.605,41,16.9979,13,71,84
2011021310,1,0,0,1,12.3,13.635,45,22.0028,19,86,105
2011021410,1,0,1,1,18.04,21.97,33,15.0013,9,46,55
2011021510,1,0,1,1,9.84,10.605,27,19.0012,5,47,52
2011021610,1,0,1,1,10.66,11.365,41,26.0027,14,55,69
2011021710,1,0,1,1,15.58,19.695,54,12.998,18,70,88
2011021810,1,0,1,2,18.04,21.97,72,15.0013,17,78,95
2011021910,1,0,0,1,17.22,21.21,16,39.0007,34,72,106
2011030110,1,0,1,1,9.84,10.605,52,19.0012,13,55,68
2011030210,1,0,1,1,13.12,15.15,49,19.0012,11,65,76
2011030310,1,0,1,1,7.38,9.09,29,12.998,7,49,56
2011030410,1,0,1,1,9.84,11.365,60,16.9979,10,56,66
2011030510,1,0,0,2,13.94,16.665,93,12.998,34,69,103
2011030610,1,0,0,2,17.22,21.21,100,19.9995,4,27,31
2011030710,1,0,1,1,9.84,10.605,60,19.9995,15,43,58
2011030810,1,0,1,2,12.3,14.395,33,12.998,25,46,71
2011030910,1,0,1,2,12.3,14.395,75,16.9979,8,49,57
2011031010,1,0,1,3,16.4,20.455,0,11.0014,0,17,17
2011031110,1,0,1,2,13.12,15.15,57,19.9995,18,60,78
2011031210,1,0,0,1,13.12,15.15,66,15.0013,21,78,99
2011031310,1,0,0,1,17.22,21.21,47,16.9979,36,86,122
2011031410,1,0,1,1,13.94,15.91,42,16.9979,27,57,84
2011031510,1,0,1,2,13.12,15.91,66,12.998,22,56,78
2011031610,1,0,1,2,14.76,17.425,81,11.0014,19,49,68
2011031710,1,0,1,1,18.04,21.97,54,22.0028,9,69,78
2011031810,1,0,1,1,21.32,25,53,19.0012,43,74,117
2011031910,1,0,0,1,18.04,21.97,38,27.9993,55,85,140
2011040110,2,0,1,1,13.12,15.15,66,19.0012,12,63,75
2011040210,2,0,0,2,14.76,17.425,57,11.0014,41,113,154
2011040310,2,0,0,1,16.4,20.455,43,27.9993,111,104,215
2011040410,2,0,1,2,22.14,25.76,45,23.9994,35,55,90
2011040510,2,0,1,3,13.94,15.15,81,26.0027,3,25,28
2011040610,2,0,1,1,16.4,20.455,37,26.0027,21,48,69
2011040710,2,0,1,2,17.22,21.21,67,7.0015,29,66,95
2011040810,2,0,1,2,14.76,16.665,71,19.0012,10,63,73
2011040910,2,0,0,2,13.94,16.665,87,8.9981,43,90,133
2011041010,2,0,0,2,16.4,20.455,87,0,69,81,150
2011041110,2,0,1,2,22.96,26.515,83,19.9995,41,55,96
2011041210,2,0,1,3,20.5,24.24,82,27.9993,6,34,40
2011041310,2,0,1,2,16.4,20.455,87,12.998,4,42,46
2011041410,2,0,1,1,20.5,24.24,51,12.998,21,68,89
2011041510,2,1,0,1,20.5,24.24,55,12.998,31,91,122
2011041610,2,0,0,3,17.22,21.21,94,26.0027,1,21,22
2011041710,2,0,0,1,17.22,21.21,44,30.0026,91,120,211
2011041810,2,0,1,2,21.32,25,55,7.0015,41,68,109
2011041910,2,0,1,2,20.5,24.24,72,15.0013,15,60,75
2011050110,2,0,0,2,19.68,23.485,63,12.998,109,155,264
2011050210,2,0,1,2,22.14,25.76,77,15.0013,31,77,108
2011050310,2,0,1,2,26.24,30.305,69,23.9994,36,91,127
2011050410,2,0,1,2,13.94,15.91,93,19.0012,5,26,31
2011050510,2,0,1,1,20.5,24.24,39,19.0012,30,98,128
2011050610,2,0,1,2,22.14,25.76,49,22.0028,30,97,127
2011050710,2,0,0,1,22.96,26.515,49,19.9995,90,208,298
2011050810,2,0,0,1,23.78,27.275,49,8.9981,91,153,244
2011050910,2,0,1,1,22.96,26.515,52,12.998,24,95,119
2011051010,2,0,1,2,22.96,26.515,37,6.0032,27,100,127
2011051110,2,0,1,1,22.14,25.76,68,6.0032,30,124,154
2011051210,2,0,1,2,22.14,25.76,68,15.0013,28,119,147
2011051310,2,0,1,2,21.32,25,83,8.9981,31,99,130
2011051410,2,0,0,2,21.32,25,94,11.0014,34,133,167
2011051510,2,0,0,1,23.78,27.275,83,15.0013,73,153,226
2011051610,2,0,1,1,25.42,30.305,65,6.0032,37,75,112
2011051710,2,0,1,3,22.14,25.76,88,16.9979,31,73,104
2011051810,2,0,1,3,22.14,25.76,88,19.0012,33,73,106
2011051910,2,0,1,2,22.14,25.76,83,0,35,95,130
2011060110,2,0,1,2,31.16,37.12,75,16.9979,31,84,115
2011060210,2,0,1,1,29.52,32.575,28,32.9975,33,106,139
2011060310,2,0,1,1,25.42,31.06,33,16.9979,54,107,161
2011060410,2,0,0,1,26.24,31.06,38,7.0015,115,202,317
2011060510,2,0,0,2,25.42,29.545,73,6.0032,83,168,251
2011060610,2,0,1,1,29.52,33.335,51,15.0013,31,64,95
2011060710,2,0,1,2,31.16,34.09,48,12.998,37,86,123
2011060810,2,0,1,1,33.62,37.12,43,15.0013,27,63,90
2011060910,2,0,1,1,35.26,40.91,50,19.0012,20,74,94
2011061010,2,0,1,1,31.98,35.605,52,0,23,88,111
2011061110,2,0,0,1,30.34,34.09,58,11.0014,91,173,264
2011061210,2,0,0,1,31.16,35.605,58,6.0032,120,191,311
2011061310,2,0,1,1,26.24,31.06,41,22.0028,38,80,118
2011061410,2,0,1,1,25.42,31.06,46,15.0013,33,97,130
2011061510,2,0,1,1,26.24,31.06,47,11.0014,27,108,135
2011061610,2,0,1,2,27.06,31.06,61,16.9979,18,103,121
2011061710,2,0,1,1,28.7,32.575,58,12.998,44,126,170
2011061810,2,0,0,1,29.52,34.09,62,12.998,68,176,244
2011061910,2,0,0,2,28.7,32.575,61,7.0015,86,158,244
2011070110,3,0,1,1,31.16,33.335,33,11.0014,61,109,170
2011070210,3,0,0,1,32.8,35.605,36,0,103,168,271
2011070310,3,0,0,1,30.34,34.85,66,11.0014,131,133,264
2011070410,3,1,0,2,31.16,34.85,55,6.0032,166,114,280
2011070510,3,0,1,1,31.16,34.85,52,7.0015,55,84,139
2011070610,3,0,1,3,28.7,33.335,79,6.0032,13,30,43
2011070710,3,0,1,1,31.98,37.12,62,0,29,72,101
2011070810,3,0,1,2,30.34,34.85,70,23.9994,30,108,138
2011070910,3,0,0,1,31.16,34.85,52,11.0014,87,177,264
2011071010,3,0,0,1,31.16,34.85,55,8.9981,95,173,268
2011071110,3,0,1,1,32.8,37.88,55,23.9994,44,73,117
2011071210,3,0,1,1,33.62,38.635,52,11.0014,38,85,123
2011071310,3,0,1,1,33.62,37.88,46,12.998,33,80,113
2011071410,3,0,1,1,28.7,31.82,42,16.9979,32,95,127
2011071510,3,0,1,2,27.06,31.06,61,11.0014,59,107,166
2011071610,3,0,0,1,29.52,33.335,54,12.998,114,208,322
2011071710,3,0,0,1,30.34,34.09,60,15.0013,127,177,304
2011071810,3,0,1,1,31.16,35.605,62,12.998,52,78,130
2011071910,3,0,1,2,33.62,39.395,56,11.0014,29,112,141
2011080110,3,0,1,1,35.26,37.88,36,11.0014,27,70,97
2011080210,3,0,1,1,33.62,36.365,36,19.9995,50,90,140
2011080310,3,0,1,3,30.34,34.09,58,6.0032,9,59,68
