2011010118,1,0,0,3,17.22,21.21,88,16.9979,9,26,35
2011010218,1,0,0,2,14.76,16.665,46,22.0028,10,43,53
2011010318,1,0,1,1,9.84,12.88,32,7.0015,9,148,157
2011010418,1,0,1,1,10.66,12.88,48,12.998,3,179,182
2011010518,1,0,1,1,9.84,12.12,38,8.9981,3,166,169
2011010618,1,0,1,1,9.02,11.365,51,8.9981,5,158,163
2011010718,1,0,1,1,8.2,11.365,40,6.0032,7,116,123
2011010818,1,0,0,1,5.74,6.06,39,19.9995,3,52,55
2011010918,1,0,0,1,6.56,6.82,40,22.0028,4,44,48
2011011018,1,0,1,1,8.2,9.85,40,15.0013,1,154,155
2011011118,1,0,1,3,6.56,9.09,93,7.0015,1,94,95
2011011218,1,0,1,1,8.2,7.575,47,35.0008,2,135,137
2011011318,1,0,1,1,8.2,9.09,40,22.0028,3,141,144
2011011418,1,0,1,1,8.2,12.88,47,0,5,134,139
2011011518,1,0,0,2,12.3,14.395,45,16.9979,15,69,84
2011011618,1,0,0,1,8.2,10.605,40,11.0014,11,56,67
2011011718,1,1,0,2,7.38,8.335,55,16.9979,7,85,92
2011011818,1,0,1,2,9.02,11.365,80,11.0014,1,132,133
2011011918,1,0,1,1,13.94,15.91,61,19.0012,5,156,161
2011020118,1,0,1,2,9.84,12.88,81,7.0015,3,165,168
2011020218,1,0,1,1,13.94,14.395,42,36.9974,7,175,182
2011020318,1,0,1,1,8.2,10.605,40,11.0014,2,145,147
2011020418,1,0,1,2,9.84,12.88,60,7.0015,3,152,155
2011020518,1,0,0,2,11.48,12.12,93,30.0026,2,81,83
2011020618,1,0,0,1,12.3,15.15,56,11.0014,13,65,78
2011020718,1,0,1,2,13.94,16.665,66,8.9981,5,170,175
2011020818,1,0,1,1,8.2,9.09,32,26.0027,1,151,152
2011020918,1,0,1,2,7.38,8.335,47,19.9995,2,168,170
2011021018,1,0,1,1,6.56,9.09,28,8.9981,3,157,160
2011021118,1,0,1,1,11.48,15.91,28,0,9,165,174
2011021218,1,0,0,1,11.48,12.88,38,22.0028,4,60,64
2011021318,1,0,0,1,16.4,20.455,32,19.9995,17,78,95
2011021418,1,0,1,1,16.4,20.455,40,40.9973,11,194,205
2011021518,1,0,1,1,12.3,15.15,22,8.9981,14,198,212
2011021618,1,0,1,1,16.4,20.455,40,15.0013,20,202,222
2011021718,1,0,1,2,22.14,25.76,42,19.0012,11,211,222
2011021818,1,0,1,1,26.24,31.06,33,22.0028,29,195,224
2011021918,1,0,0,1,14.76,15.91,25,30.0026,21,67,88
2011030118,1,0,1,1,13.12,15.91,39,12.998,10,214,224
2011030218,1,0,1,1,18.86,22.725,23,32.9975,8,193,201
2011030318,1,0,1,1,9.84,10.605,35,22.0028,6,161,167
2011030418,1,0,1,2,13.94,15.15,53,19.9995,15,172,187
2011030518,1,0,0,2,19.68,23.485,59,22.0028,37,115,152
2011030618,1,0,0,3,13.12,14.395,100,23.9994,0,23,23
2011030718,1,0,1,1,13.12,15.15,31,15.0013,19,214,233
2011030818,1,0,1,1,13.94,16.665,27,12.998,21,214,235
2011030918,1,0,1,2,13.94,15.91,76,16.9979,12,176,188
2011031018,1,0,1,3,18.04,21.97,0,23.9994,2,80,82
2011031118,1,0,1,1,13.12,15.15,49,22.0028,19,134,153
2011031218,1,0,0,1,17.22,21.21,54,11.0014,54,91,145
2011031318,1,0,0,1,16.4,20.455,43,23.9994,55,92,147
2011031418,1,0,1,1,14.76,18.18,40,7.0015,25,210,235
2011031518,1,0,1,2,14.76,16.665,62,19.9995,18,207,225
2011031618,1,0,1,2,18.04,21.97,54,15.0013,26,211,237
2011031718,1,0,1,2,18.86,22.725,59,11.0014,50,260,310
2011031818,1,0,1,1,27.88,31.82,39,11.0014,84,247,331
2011031918,1,0,0,1,18.86,22.725,31,22.0028,92,125,217
2011040118,2,0,1,1,13.94,15.15,46,22.0028,36,205,241
2011040218,2,0,0,1,15.58,19.695,54,12.998,69,110,179
2011040318,2,0,0,2,18.86,22.725,31,0,71,101,172
2011040418,2,0,1,2,29.52,31.82,23,32.9975,78,308,386
2011040518,2,0,1,1,15.58,19.695,40,32.9975,19,248,267
2011040618,2,0,1,1,21.32,25,29,23.9994,43,282,325
2011040718,2,0,1,1,19.68,23.485,55,16.9979,68,265,333
2011040818,2,0,1,3,13.12,15.15,93,16.9979,8,54,62
2011040918,2,0,0,2,15.58,19.695,82,7.0015,48,129,177
2011041018,2,0,0,1,20.5,24.24,77,12.998,103,137,240
2011041118,2,0,1,1,29.52,33.335,51,26.0027,93,290,383
2011041218,2,0,1,3,18.04,21.97,77,15.0013,21,203,224
2011041318,2,0,1,1,18.04,21.97,62,26.0027,28,293,321
2011041418,2,0,1,1,22.96,26.515,30,0,47,290,337
2011041518,2,1,0,2,18.86,22.725,67,26.0027,47,216,263
2011041618,2,0,0,2,20.5,24.24,94,26.0027,6,32,38
2011041718,2,0,0,1,22.96,26.515,30,26.0027,102,175,277
2011041818,2,0,1,1,26.24,31.06,31,23.9994,41,321,362
2011041918,2,0,1,2,22.14,25.76,64,8.9981,44,377,421
2011050118,2,0,0,2,18.86,22.725,82,6.0032,33,126,159
2011050218,2,0,1,2,26.24,30.305,65,12.998,68,450,518
2011050318,2,0,1,1,28.7,32.575,48,27.9993,59,485,544
2011050418,2,0,1,1,17.22,21.21,67,16.9979,29,367,396
2011050518,2,0,1,1,22.96,26.515,26,19.0012,64,456,520
2011050618,2,0,1,3,22.14,25.76,52,23.9994,85,385,470
2011050718,2,0,0,1,23.78,27.275,37,11.0014,114,175,289
2011050818,2,0,0,1,23.78,27.275,49,0,63,205,268
2011050918,2,0,1,1,25.42,31.06,38,19.9995,66,458,524
2011051018,2,0,1,1,26.24,31.06,29,8.9981,70,480,550
2011051118,2,0,1,1,25.42,31.06,50,19.9995,40,234,274
2011051218,2,0,1,1,25.42,30.305,69,15.0013,64,463,527
2011051318,2,0,1,3,21.32,25,88,11.0014,39,359,398
2011051418,2,0,0,2,22.96,26.515,88,15.0013,88,216,304
2011051518,2,0,0,1,22.96,26.515,78,16.9979,60,177,237
2011051618,2,0,1,3,23.78,27.275,83,12.998,55,398,453
